
> frontend@0.1.0 dev
> next dev

[baseline-browser-mapping] The data in this module is over two months old.  To ensure accurate Baseline data, please update: `npm i baseline-browser-mapping@latest -D`
 GET /api/backend/api/v1/connections 200 in 878ms (compile: 30ms, render: 848ms)
 GET /api/backend/api/v1/traffic 200 in 43ms (compile: 28ms, render: 14ms)
 GET /api/backend/api/v1/flows 200 in 17ms (compile: 4ms, render: 13ms)
 GET /api/backend/api/v1/traffic 200 in 39ms (compile: 23ms, render: 16ms)
 GET /api/backend/api/v1/connections 200 in 111ms (compile: 7ms, render: 104ms)
 GET /api/backend/api/v1/flows 200 in 66ms (compile: 31ms, render: 36ms)
 GET /api/backend/api/v1/traffic 200 in 74ms (compile: 50ms, render: 25ms)
 GET /api/backend/api/v1/traffic 200 in 27ms (compile: 15ms, render: 12ms)
 GET /api/backend/api/v1/flows 200 in 19ms (compile: 5ms, render: 14ms)
 GET /api/backend/api/v1/agents 200 in 48ms (compile: 17ms, render: 31ms)
 GET /api/backend/api/v1/capabilities 200 in 60ms (compile: 30ms, render: 29ms)
 GET /api/backend/api/v1/traffic 200 in 74ms (compile: 26ms, render: 48ms)
 GET /api/backend/api/v1/connections 200 in 136ms (compile: 11ms, render: 124ms)
 GET /api/backend/api/v1/connections 200 in 118ms (compile: 6ms, render: 112ms)
 GET /api/backend/api/v1/flows 200 in 42ms (compile: 27ms, render: 16ms)
 GET /api/backend/api/v1/traffic 200 in 19ms (compile: 7ms, render: 12ms)
 GET /api/backend/api/v1/traffic 200 in 50ms (compile: 35ms, render: 15ms)
 GET /api/backend/api/v1/flows 200 in 39ms (compile: 6ms, render: 34ms)
 GET /api/backend/api/v1/devices 200 in 48ms (compile: 17ms, render: 32ms)
 GET /api/backend/api/v1/connections 200 in 797ms (compile: 27ms, render: 770ms)
 GET /api/backend/api/v1/traffic 200 in 31ms (compile: 17ms, render: 14ms)
 GET /api/backend/api/v1/flows 200 in 43ms (compile: 25ms, render: 18ms)
 GET /api/backend/api/v1/traffic 200 in 26ms (compile: 8ms, render: 18ms)
 GET /api/backend/api/v1/agents 200 in 71ms (compile: 20ms, render: 51ms)
 GET /api/backend/api/v1/capabilities 200 in 86ms (compile: 31ms, render: 55ms)
 GET /api/backend/api/v1/traffic 200 in 91ms (compile: 43ms, render: 47ms)
 GET /api/backend/api/v1/connections 200 in 190ms (compile: 55ms, render: 135ms)
 GET /api/backend/api/v1/flows 200 in 17ms (compile: 6ms, render: 11ms)
 GET /api/backend/api/v1/traffic 200 in 33ms (compile: 17ms, render: 16ms)
 GET /api/backend/api/v1/flows 200 in 43ms (compile: 18ms, render: 25ms)
 GET /api/backend/api/v1/traffic 200 in 48ms (compile: 30ms, render: 18ms)
 GET /api/backend/api/v1/connections 200 in 824ms (compile: 4ms, render: 820ms)
 GET /api/backend/api/v1/traffic 200 in 46ms (compile: 31ms, render: 15ms)
 GET /api/backend/api/v1/flows 200 in 16ms (compile: 4ms, render: 12ms)
 GET /api/backend/api/v1/traffic 200 in 35ms (compile: 21ms, render: 14ms)
 GET /api/backend/api/v1/agents 200 in 99ms (compile: 24ms, render: 75ms)
 GET /api/backend/api/v1/capabilities 200 in 117ms (compile: 36ms, render: 81ms)
 GET /api/backend/api/v1/traffic 200 in 22ms (compile: 6ms, render: 16ms)
 GET /api/backend/api/v1/flows 200 in 124ms (compile: 63ms, render: 61ms)
 GET /api/backend/api/v1/devices 200 in 129ms (compile: 71ms, render: 58ms)
 GET /api/backend/api/v1/connections 200 in 204ms (compile: 78ms, render: 126ms)
 GET /api/backend/api/v1/connections 200 in 118ms (compile: 4ms, render: 114ms)
 GET /api/backend/api/v1/traffic 200 in 55ms (compile: 32ms, render: 23ms)
 GET /api/backend/api/v1/flows 200 in 18ms (compile: 4ms, render: 14ms)
 GET /api/backend/api/v1/traffic 200 in 26ms (compile: 15ms, render: 11ms)
 GET /api/backend/api/v1/connections 200 in 96ms (compile: 4ms, render: 92ms)
 GET /api/backend/api/v1/flows 200 in 41ms (compile: 18ms, render: 23ms)
 GET /api/backend/api/v1/traffic 200 in 46ms (compile: 28ms, render: 18ms)
 GET /api/backend/api/v1/traffic 200 in 42ms (compile: 28ms, render: 14ms)
 GET /api/backend/api/v1/flows 200 in 19ms (compile: 6ms, render: 13ms)
 GET /api/backend/api/v1/agents 200 in 55ms (compile: 19ms, render: 36ms)
 GET /api/backend/api/v1/capabilities 200 in 71ms (compile: 30ms, render: 41ms)
 GET /api/backend/api/v1/traffic 200 in 73ms (compile: 40ms, render: 33ms)
 GET /api/backend/api/v1/connections 200 in 868ms (compile: 21ms, render: 848ms)
 GET /api/backend/api/v1/flows 200 in 44ms (compile: 20ms, render: 24ms)
 GET /api/backend/api/v1/traffic 200 in 47ms (compile: 30ms, render: 17ms)
 GET /api/backend/api/v1/traffic 200 in 36ms (compile: 24ms, render: 12ms)
 GET /api/backend/api/v1/flows 200 in 39ms (compile: 5ms, render: 33ms)
 GET /api/backend/api/v1/devices 200 in 42ms (compile: 15ms, render: 27ms)
 GET /api/backend/api/v1/connections 200 in 131ms (compile: 24ms, render: 107ms)
 GET /api/backend/api/v1/traffic 200 in 38ms (compile: 21ms, render: 17ms)
 GET /api/backend/api/v1/flows 200 in 44ms (compile: 21ms, render: 23ms)
 GET /api/backend/api/v1/traffic 200 in 50ms (compile: 34ms, render: 16ms)
 GET /api/backend/api/v1/agents 200 in 82ms (compile: 21ms, render: 61ms)
 GET /api/backend/api/v1/capabilities 200 in 85ms (compile: 36ms, render: 49ms)
 GET /api/backend/api/v1/traffic 200 in 95ms (compile: 68ms, render: 26ms)
 GET /api/backend/api/v1/connections 200 in 187ms (compile: 59ms, render: 128ms)
 GET /api/backend/api/v1/connections 200 in 116ms (compile: 5ms, render: 111ms)
 GET /api/backend/api/v1/flows 200 in 23ms (compile: 7ms, render: 16ms)
 GET /api/backend/api/v1/traffic 200 in 26ms (compile: 14ms, render: 11ms)
 GET /api/backend/api/v1/flows 200 in 132ms (compile: 56ms, render: 76ms)
 GET /api/backend/api/v1/traffic 200 in 147ms (compile: 90ms, render: 57ms)
 GET /api/backend/api/v1/traffic 200 in 48ms (compile: 28ms, render: 21ms)
 GET /api/backend/api/v1/flows 200 in 16ms (compile: 4ms, render: 12ms)
 GET /api/backend/api/v1/connections 200 in 2.6s (compile: 6ms, render: 2.6s)
 GET /api/backend/api/v1/traffic 200 in 35ms (compile: 21ms, render: 15ms)
